Event	ID	Name			Wwise Object Path	Notes
	547487259	CityEnvironment			\Default Work Unit\CityEnvironment	
	1071411313	ZombieRoaring			\Default Work Unit\ZombieRoaring	
	2050195728	ZombieFootsteps			\Default Work Unit\ZombieFootsteps	
	2314377922	BarrelExplosion			\Default Work Unit\BarrelExplosion	
	2385628198	Footsteps			\Default Work Unit\Footsteps	
	2548270042	Landing			\Default Work Unit\Landing	
	3833651337	Jump			\Default Work Unit\Jump	
	4143027357	M16_Riffle_Shot_Player			\Default Work Unit\Weapon\M16_Riffle_Shot_Player	

Switch Group	ID	Name			Wwise Object Path	Notes
	4040317175	Ground_Type			\Default Work Unit\Ground_Type	

Switch	ID	Name	Switch Group			Notes
	630539344	Dry	Ground_Type			
	803837735	Sand	Ground_Type			
	1181096339	Wet	Ground_Type			

Effect plug-ins	ID	Name	Type				Notes
	280838170	FS_Wet5	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet5_2F665968.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Heel\FS_Wet5		13396
	284860275	Jump	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Jump_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Jump\Jump		96064
	289706765	Dogs_Bark2	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Dogs_Bark2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\CityEnvironment\SoundFx's\Dogs\Dogs\Dogs_Bark2		416072
	308664535	EXPLOSION_Medium_Debris_stereo	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\EXPLOSION_Medium_Debris_stereo_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Explosions\BarrelMix\EXPLOSION_Medium_Debris_stereo		183808
	328943342	Footstep02	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Concrete\Footstep02_7AB6F5BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Concrete1\FS_Concrete_Toe\Footstep02		43700
	339192588	Footstep_Send03	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footstep_Send03_EF963E62.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Sand\Heel\Footstep_Send03		19968
	345654471	Footstep01	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Concrete\Footstep01_183C8B8E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Concrete1\FS_Concrete_Toe\Footstep01		37642
	347832923	Footstep04	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Concrete\Footstep04_804F5F6F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Concrete1\FS_Concrete_Toe\Footstep04		32582
	356635317	DC_Zombie_Roaring3_01	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\DC_Zombie_Roaring3_93BE3D84.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Zombie Roaring\DC_Zombie_Roaring3_01		175852
	356931039	Footstep_Send04	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footstep_Send04_EB38DA24.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Sand\Heel\Footstep_Send04		16456
	369664790	Footstep03	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Concrete\Footstep03_D9BFFB44.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Concrete1\FS_Concrete_Heel\Footstep03		8224
	371876291	Landing2	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Landing2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Landing\Landing2		96064
	399375096	FS_Wet6	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet6_895C1F4B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Toe\FS_Wet6		79564
	427281166	FS_Wet6	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet6_AEAA40FE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Heel\FS_Wet6		17564
	431563007	FS_Zombie_02	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\FS_Zombie_A41AFA4F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\FootstepsZombie\Heel\FS_Zombie_02		47664
	433133940	M16_RiffleShot3	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\M16_RiffleShot3_37D88494.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Riffle_M16_Shot_Player\M16_RiffleShot3		68512
	435575158	FS_Zombie_03	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\FS_Zombie_26ACA9BA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\FootstepsZombie\Heel\FS_Zombie_03		59248
	444859194	FS_Wet2	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet2_A8B00FCE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Heel\FS_Wet2		23232
	450914330	Footstep_Send02	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footstep_Send02_ADD13745.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Sand\Toe\Footstep_Send02		82516
	455966689	Rain	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Rain_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\CityEnvironment\SoundFx's\Rain		2852616
	458132233	M16_RiffleShot5	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\M16_RiffleShot5_A128D43B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Riffle_M16_Shot_Player\M16_RiffleShot5		67132
	460592943	Footstep_Send03	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footstep_Send03_496452F3.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Sand\Toe\Footstep_Send03		79172
	470774498	CaseDrop2	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\CaseDrop2_83831198.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Case Drop\Case_Drop2\CaseDrop2		158548
	480013220	Landing4	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Landing4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Landing\Landing4		96064
	505219137	M16_RiffleShot4	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\M16_RiffleShot4_9BAF07D9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Riffle_M16_Shot_Player\M16_RiffleShot4		79004
	521199292	Footstep_Send04	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footstep_Send04_36CC8863.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Sand\Toe\Footstep_Send04		82016
	532015600	FS_Wet4	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet4_DC92C813.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Heel\FS_Wet4		12564
	548816155	Footstep_Send01	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footstep_Send01_32B0CF57.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Sand\Toe\Footstep_Send01		78672
	594762900	CaseDrop4	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\CaseDrop4_EF63C500.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Case Drop\Case_Drop1\CaseDrop4		49064
	609066579	FS_Wet3	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet3_884BFA31.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Toe\FS_Wet3		83396
	615813681	Transformator	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Transformator_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\CityEnvironment\Transformator		420284
	631541176	CaseDrop3	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\CaseDrop3_8F049691.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Case Drop\Case_Drop2\CaseDrop3		194648
	633276371	FS_Wet3	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet3_4CE95CF9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Heel\FS_Wet3		13232
	638527051	EXPLOSION_Medium_Fast_with_Rock_Debris_stereo	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\EXPLOSION_Medium_Fast_with_Rock_Debris_stereo_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Explosions\BarrelMix\EXPLOSION_Medium_Fast_with_Rock_Debris_stereo		250944
	648670622	CaseDrop1	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\CaseDrop1_09682341.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Case Drop\Case_Drop1\CaseDrop1		58636
	652296919	Footstep03	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Concrete\Footstep03_0B0E05F9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Concrete1\FS_Concrete_Toe\Footstep03		45080
	660856220	CaseDrop2	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\CaseDrop2_3E8EF46C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Case Drop\Case_Drop1\CaseDrop2		55956
	682526831	FS_Zombie	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\FS_Zombie_3F5345E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\FootstepsZombie\Toe\FS_Zombie		110244
	692758138	FS_Wet5	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet5_E0077FCC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Toe\FS_Wet5		83396
	707884368	FS_Wet1	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\FS_Wet1_C90553BB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Toe\FS_Wet1		83564
	715785279	CaseDrop4	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\CaseDrop4_36E6AFE2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Case Drop\Case_Drop2\CaseDrop4		171948
	735352519	FS_Zombie_01	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\FS_Zombie_7FBF52DE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\FootstepsZombie\Toe\FS_Zombie_01		106252
	747257247	FS_Wet2	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Wet\FS_Wet2_4801DB24.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Puddle\FS_Puddle_Toe\FS_Wet2		73564
	774288649	Footstep_Send02	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footstep_Send02_6CA520B9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Sand\Heel\Footstep_Send02		14780
	780550850	Landing	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Landing_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Landing\Landing		96064
	780846326	Thunder1	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Thunder1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\CityEnvironment\SoundFx's\Thunder_Hit\Thunder\Thunder1		2257092
	799275385	Footstep01	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Concrete\Footstep01_2B544C24.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Concrete1\FS_Concrete_Heel\Footstep01		11728
	822396454	DC_Zombie_Roaring4	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\DC_Zombie_Roaring4_B2A6219D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\Zombie Roaring\DC_Zombie_Roaring4		176464
	874697341	Footstep_Send01	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footstep_Send01_D07FA2F5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Sand\Heel\Footstep_Send01		17792
	883380855	Jump2	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Jump2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Jump\Jump2		96064
	936616754	CaseDrop1	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\CaseDrop1_DFA09826.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Case Drop\Case_Drop2\CaseDrop1		140940
	951164114	EXPLOSION_Medium_Weak_Debris_stereo	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\EXPLOSION_Medium_Weak_Debris_stereo_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Explosions\BarrelMix\EXPLOSION_Medium_Weak_Debris_stereo		183808
	952050715	FS_Zombie_02	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\FS_Zombie_353B6BB5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Zombies\FootstepsZombie\Toe\FS_Zombie_02		113040
	984751732	Footstep02	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Concrete\Footstep02_01E94577.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Concrete1\FS_Concrete_Heel\Footstep02		6532
	986341138	Dogs_Bark1	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Dogs_Bark1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Environment\CityEnvironment\SoundFx's\Dogs\Dogs\Dogs_Bark1		307228
	996462194	Footstep04	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Footsteps\Concrete\Footstep04_0C4B17BE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Footsteps\FS_Concrete1\FS_Concrete_Heel\Footstep04		6048
	1012718319	Jump4	Y:\Documents\GitHub\DarkCity\DarkCity-main_WwiseProject\.cache\Windows\SFX\Jump4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main Character\Jump\Jump4		96064

